LOTE,constr.,bathroom,estac.,rec.,antiguedad,medio bathroom,Guadalajara,San Pedro Tlaquepaque,Tlajomulco de Zúñiga,Tonalá,Zapopan,venta,precio
150,150,0,0,3,1.0,0,1,0,0,0,0,0,22000.0
301,301,1,0,1,30.0,0,1,0,0,0,0,0,5000.0
240,200,0,0,4,21.0,1,1,0,0,0,0,0,22000.0
0,75,0,0,2,0.0,0,1,0,0,0,0,0,17000.0
403,620,0,3,5,20.0,0,1,0,0,0,0,0,50000.0
753,604,0,6,5,13.0,1,0,0,0,0,1,0,97000.0
1439,506,0,7,5,35.0,0,0,0,0,0,1,0,99900.0
675,725,0,4,4,1.0,1,0,0,0,0,1,0,85000.0
238,238,0,2,3,0.0,0,0,0,0,0,1,0,22500.0
220,300,0,2,4,15.0,1,0,0,0,0,1,0,8600000.0
340,498,0,3,4,3.0,0,0,0,0,0,1,0,120000.0
200,200,0,2,3,0.0,1,0,0,0,0,1,0,26800.0
71,69,1,1,3,6.0,1,0,0,0,0,1,0,7900.0
250,180,0,3,3,9.0,1,0,0,0,0,1,0,27000.0
200,250,0,3,4,0.0,1,0,0,0,0,1,0,25000.0
240,290,0,2,4,31.0,1,0,0,0,0,1,0,35000.0
150,250,0,2,4,15.0,1,0,0,0,0,1,0,33000.0
250,300,0,2,5,10.0,1,0,0,0,0,1,0,45000.0
162,305,0,4,4,0.0,1,0,0,0,0,1,0,35000.0
280,345,0,2,3,2.0,1,0,0,0,0,1,0,48500.0
150,200,0,2,3,5.0,0,0,0,0,0,1,0,25000.0
123,229,0,2,4,15.0,1,0,0,0,0,1,0,33500.0
300,280,0,3,3,20.0,0,0,0,0,0,1,0,25000.0
180,220,0,2,4,0.0,0,0,0,0,0,1,0,22000.0
140,226,0,2,4,0.0,0,0,0,0,0,1,0,30000.0
0,0,0,2,4,7.0,1,0,0,0,0,1,0,19000.0
210,240,0,3,3,12.0,0,0,0,0,0,1,0,35000.0
416,415,0,4,4,10.0,0,0,0,0,0,1,0,76500.0
380,550,0,6,6,5.0,0,0,0,0,0,1,0,79000.0
150,150,0,2,3,5.0,0,0,0,0,0,1,0,19800.0
360,420,0,4,4,10.0,1,0,0,0,0,1,0,78000.0
183,170,0,1,3,0.0,0,0,0,0,0,1,0,21000.0
600,650,0,6,4,15.0,1,0,0,0,0,1,0,85000.0
390,600,0,6,5,6.0,1,0,0,0,0,1,0,87500.0
656,532,0,4,3,17.0,1,0,0,0,0,1,0,114000.0
128,140,0,2,3,17.0,1,0,0,0,0,1,0,27000.0
200,285,0,2,3,2.0,1,0,0,0,0,1,0,33000.0
208,250,0,2,4,12.0,0,0,0,0,0,1,0,41000.0
415,486,0,4,3,25.0,1,0,0,0,0,1,0,60000.0
280,250,0,3,5,0.0,0,0,0,0,0,1,0,23000.0
419,355,0,7,4,0.0,1,0,0,0,0,1,0,115000.0
180,180,0,2,3,15.0,1,0,0,0,0,1,0,25000.0
509,439,0,6,3,5.0,1,0,0,0,0,1,0,73000.0
193,171,0,2,3,15.0,1,0,0,0,0,1,0,23000.0
208,300,0,3,5,30.0,1,0,0,0,0,1,0,33000.0
3060000,362,0,3,0,33.0,1,0,0,0,0,1,0,35000.0
99,140,0,2,2,2.0,0,0,0,0,0,1,0,16750.0
90,115,0,2,3,0.0,1,0,0,0,0,1,0,14000.0
300,280,0,2,4,2.0,1,0,0,0,0,1,0,43800.0
300,290,0,2,3,5.0,1,0,0,0,0,1,0,50000.0
71,76,1,2,3,0.0,1,0,0,0,0,1,0,13000.0
1000,1000,0,10,5,2.0,1,0,0,0,0,1,0,140000.0
130,130,0,2,3,5.0,1,0,0,0,0,1,0,15000.0
258,258,0,2,3,5.0,0,0,0,0,0,1,0,45000.0
315,280,0,2,5,12.0,0,0,0,0,0,1,0,60000.0
300,400,0,12,1,0.0,0,0,0,0,0,1,0,9300.0
100,150,0,2,2,10.0,1,0,0,0,0,1,0,32500.0
245,215,0,0,3,0.0,1,0,0,0,0,1,0,42900.0
201,195,0,2,3,15.0,1,0,0,0,0,1,0,31000.0
105,105,0,1,3,9.0,1,0,0,0,0,1,0,15900.0
90,100,0,2,3,1.0,1,0,0,0,0,1,0,14000.0
133,120,0,2,3,20.0,1,0,0,0,0,1,0,3800000.0
258,258,0,2,3,5.0,0,0,0,0,0,1,0,45000.0
80,80,0,1,3,5.0,0,0,0,0,0,1,0,8500.0
190,200,0,2,3,0.0,1,0,0,0,0,1,0,33000.0
121,155,0,2,3,8.0,1,0,0,0,0,1,0,32000.0
150,250,0,2,4,2.0,1,0,0,0,0,1,0,36500.0
71,76,1,2,3,0.0,1,0,0,0,0,1,0,13000.0
175,115,0,2,3,0.0,1,0,0,0,0,1,0,19300.0
200,285,0,2,3,2.0,1,0,0,0,0,1,0,33000.0
390,395,0,4,3,10.0,1,0,0,0,0,1,0,54900.0
1000,700,0,12,4,2.0,1,0,0,0,0,1,0,150000.0
123306,123306,0,2,3,4.0,1,0,0,0,0,1,0,16300.0
90,115,0,2,3,0.0,1,0,0,0,0,1,0,14000.0
135,180,0,3,3,0.0,1,0,0,0,0,1,0,19800.0
430,430,0,6,3,7.0,0,0,0,0,0,1,0,100000.0
263,276,0,2,3,20.0,1,0,0,0,0,1,0,29800.0
206,238,0,2,3,1.0,0,0,0,0,0,1,0,32000.0
460,680,0,6,3,0.0,1,0,0,0,0,1,0,140000.0
130,130,0,2,3,5.0,1,0,0,0,0,1,0,15000.0
410,475,0,6,5,0.0,0,0,0,0,0,1,0,45000.0
1026,685,0,4,5,8.0,1,0,0,0,0,1,0,78000.0
308,440,0,4,5,25.0,0,0,0,0,0,1,0,46750.0
300,400,0,12,1,0.0,0,0,0,0,0,1,0,9300.0
193,171,0,2,3,15.0,1,0,0,0,0,1,0,23000.0
3060000,362,0,3,0,33.0,1,0,0,0,0,1,0,35000.0
155,155,0,3,3,5.0,1,0,0,0,0,1,0,34000.0
468,468,0,5,6,15.0,1,0,0,0,0,1,0,65000.0
468,468,0,5,6,15.0,1,0,0,0,0,1,0,65000.0
410,475,0,6,5,0.0,0,0,0,0,0,1,0,45000.0
102,150,0,3,3,10.0,1,0,0,0,0,1,0,3500000.0
208,250,0,2,4,12.0,0,0,0,0,0,1,0,41000.0
0,90,1,1,2,8.0,0,0,0,0,0,1,0,12500.0
180,180,0,2,3,30.0,0,0,0,0,0,1,0,23000.0
1000,1000,0,10,5,2.0,1,0,0,0,0,1,0,140000.0
700,415,0,3,4,45.0,1,0,0,0,0,1,0,50000.0
140,220,0,2,4,3.0,0,0,0,0,0,1,0,25000.0
100,120,0,2,3,7.0,1,0,0,0,0,1,0,14500.0
180,180,0,2,3,15.0,1,0,0,0,0,1,0,25000.0
258,258,0,2,3,5.0,0,0,0,0,0,1,0,45000.0
300,290,0,2,3,5.0,1,0,0,0,0,1,0,50000.0
2020,998,0,14,4,0.0,0,0,0,0,0,1,0,145000.0
108,105,0,2,3,0.0,1,0,0,0,0,1,0,14900.0
130,130,0,2,3,5.0,1,0,0,0,0,1,0,15000.0
206,238,0,2,3,1.0,0,0,0,0,0,1,0,32000.0
308,440,0,4,5,25.0,0,0,0,0,0,1,0,46750.0
1000,1300,0,6,5,0.0,0,0,0,0,0,1,0,130000.0
67,126,0,1,2,2.0,1,0,0,0,1,0,0,8000.0
110,145,0,2,3,0.0,0,0,0,0,1,0,0,10800.0
0,1,0,1,2,10.0,0,0,0,0,1,0,0,8100.0
77,160,0,2,3,0.0,0,0,0,0,1,0,0,7299.0
70,65,0,2,3,9.0,1,0,0,0,1,0,0,8500.0
1,1,0,1,3,0.0,1,0,0,0,1,0,0,20000.0
1,1,1,1,3,1.0,0,0,0,0,1,0,0,5500.0
120,120,0,2,3,5.0,1,0,1,0,0,0,0,14000.0
83,94,0,1,2,5.0,1,0,1,0,0,0,0,9800.0
60,62,0,1,2,19.0,0,0,1,0,0,0,0,8000.0
80,114,0,2,4,20.0,0,0,1,0,0,0,0,13500.0
97,110,0,1,3,8.0,0,0,1,0,0,0,0,13900.0
7150,125,0,2,2,0.0,1,0,1,0,0,0,0,14500.0
252,286,0,0,5,20.0,0,0,1,0,0,0,0,24999.0
119,186,0,2,3,4.0,1,0,1,0,0,0,0,23000.0
100,130,0,2,3,3.0,1,0,1,0,0,0,0,13500.0
60,63,0,1,2,0.0,0,0,1,0,0,0,0,6850.0
100,120,0,2,3,1.0,1,0,1,0,0,0,0,10500.0
0,80,0,280,2,6.0,0,0,1,0,0,0,0,13000.0
95,95,0,2,4,10.0,1,0,1,0,0,0,0,14000.0
75,90,0,2,2,4.0,1,0,1,0,0,0,0,12000.0
80,82,0,2,2,0.0,0,0,1,0,0,0,0,9900.0
134,176,0,2,3,1.0,1,0,1,0,0,0,0,15000.0
75,120,1,1,2,10.0,1,0,1,0,0,0,0,10500.0
80,101,0,2,3,15.0,0,0,1,0,0,0,0,12000.0
80,60,1,1,2,15.0,0,0,1,0,0,0,0,9500.0
185,185,1,2,1,1.0,1,0,1,0,0,0,0,32000.0
100,100,1,0,2,10.0,1,0,1,0,0,0,0,8990.0
70,60,1,2,3,10.0,1,0,1,0,0,0,0,11000.0
85,91,0,2,4,10.0,1,0,1,0,0,0,0,13000.0
67,67,1,1,2,22.0,1,0,1,0,0,0,0,9500.0
80,180,0,1,5,13.0,1,0,1,0,0,0,0,12000.0
69,69,1,2,2,1.0,1,0,1,0,0,0,0,9150.0
115,115,1,1,2,25.0,1,0,1,0,0,0,0,9000.0
90,90,0,1,2,16.0,0,0,1,0,0,0,0,7000.0
96,150,0,0,4,20.0,0,0,1,0,0,0,0,9000.0
99,122,0,2,3,15.0,1,0,1,0,0,0,0,11450.0
185,185,1,2,1,1.0,1,0,1,0,0,0,0,32000.0
75,120,1,1,2,10.0,1,0,1,0,0,0,0,10500.0
119,162,0,2,0,5.0,1,0,1,0,0,0,0,18000.0
80,60,1,1,2,15.0,0,0,1,0,0,0,0,9500.0
300,215,0,3,4,10.0,1,0,1,0,0,0,0,25000.0
80,180,0,1,5,13.0,1,0,1,0,0,0,0,12000.0
80,81,0,2,2,15.0,0,0,1,0,0,0,0,9600.0
69,69,1,2,2,1.0,1,0,1,0,0,0,0,9150.0
99,122,0,2,3,15.0,1,0,1,0,0,0,0,11450.0
143,93,1,2,2,0.0,0,0,1,0,0,0,0,10000.0
96,86,1,1,2,15.0,1,0,1,0,0,0,0,8000.0
105,78,1,1,2,0.0,1,0,1,0,0,0,0,15000.0
80,80,1,2,3,9.0,1,0,1,0,0,0,0,9000.0
62,67,0,1,2,3.0,0,0,1,0,0,0,0,7800.0
600,600,0,0,0,1.0,0,0,1,0,0,0,0,54000.0
120,120,0,2,3,0.0,0,0,1,0,0,0,0,13500.0
601,419,0,6,4,14.0,1,0,1,0,0,0,0,65000.0
160,120,1,1,2,19.0,1,0,1,0,0,0,0,10500.0
120,120,1,1,1,8.0,0,0,1,0,0,0,0,12000.0
90,120,0,2,3,5.0,1,0,1,0,0,0,0,17000.0
400,200,1,2,2,0.0,0,0,1,0,0,0,0,15000.0
83,82,0,2,2,1.0,0,0,1,0,0,0,0,11500.0
75,70,0,2,3,5.0,0,0,1,0,0,0,0,8500.0
462,370,0,5,3,20.0,0,0,0,1,0,0,0,35000.0
92,110,0,2,3,8.0,1,0,0,1,0,0,0,10200.0
91,135,0,2,3,3.0,1,0,0,1,0,0,0,15990.0
260,240,0,3,4,2.0,0,0,0,1,0,0,0,33500.0
200,220,0,2,3,10.0,0,0,0,1,0,0,0,21900.0
160,215,0,2,3,15.0,1,0,0,1,0,0,0,24000.0
90,65,1,1,3,6.0,1,0,0,1,0,0,0,8100.0
75,90,0,2,3,7.0,0,0,0,1,0,0,0,8000.0
75,75,0,2,3,4.0,0,0,0,1,0,0,0,9500.0
100,150,0,2,3,0.0,0,0,0,1,0,0,0,17000.0
79,109,0,2,3,3.0,0,0,0,1,0,0,0,9000.0
90,90,0,2,2,5.0,1,0,0,1,0,0,0,13000.0
300,300,0,2,3,15.0,0,0,0,1,0,0,0,28000.0
109,104,0,2,3,6.0,1,0,0,1,0,0,0,11000.0
90,90,0,2,3,4.0,1,0,0,1,0,0,0,11900.0
108,120,0,2,3,8.0,1,0,0,1,0,0,0,12000.0
140,175,0,2,3,4.0,1,0,0,1,0,0,0,17500.0
119,153,0,2,3,15.0,1,0,0,1,0,0,0,17000.0
254,232,0,3,3,6.0,1,0,0,1,0,0,0,28000.0
1,106,0,2,3,10.0,1,0,0,1,0,0,0,12500.0
85,95,1,1,2,0.0,1,0,0,1,0,0,0,8500.0
0,120,0,1,4,5.0,0,0,0,1,0,0,0,14000.0
185,156,0,2,3,6.0,1,0,0,1,0,0,0,16000.0
140,175,0,2,3,4.0,1,0,0,1,0,0,0,17500.0
140,180,0,2,3,8.0,1,0,0,1,0,0,0,25500.0
91,95,0,2,2,8.0,1,0,0,1,0,0,0,10500.0
85,95,1,1,2,0.0,1,0,0,1,0,0,0,8500.0
0,120,0,1,4,5.0,0,0,0,1,0,0,0,14000.0
243,156,0,3,5,12.0,1,0,0,1,0,0,0,16000.0
90,91,0,2,2,0.0,1,0,0,1,0,0,0,12000.0
90,90,0,2,2,5.0,1,0,0,1,0,0,0,13000.0
79,109,0,2,3,3.0,0,0,0,1,0,0,0,9000.0
90,99,0,3,2,5.0,1,0,0,1,0,0,0,14000.0
140,190,0,2,3,12.0,0,0,0,1,0,0,0,20600.0
150,150,0,2,3,4.0,1,0,0,1,0,0,0,16500.0
254,232,0,3,3,6.0,1,0,0,1,0,0,0,28000.0
0,100,0,2,2,3.0,0,0,0,1,0,0,0,13000.0
1,106,0,2,3,10.0,1,0,0,1,0,0,0,12500.0
90,120,0,2,3,15.0,1,0,0,1,0,0,0,9800.0
89,80,0,1,3,5.0,0,0,0,1,0,0,0,11800.0
139,170,0,2,4,12.0,0,0,0,1,0,0,0,15900.0
119,153,0,2,3,15.0,1,0,0,1,0,0,0,17000.0
300,300,0,2,3,15.0,0,0,0,1,0,0,0,28000.0
90,119,0,2,3,5.0,1,0,0,1,0,0,0,14000.0
675,725,0,4,4,1.0,1,0,0,0,0,1,0,85000.0
753,604,0,6,5,13.0,1,0,0,0,0,1,0,97000.0
1064,670,0,10,4,10.0,1,1,0,0,0,0,1,43900000.0
356,360,1,3,6,5.0,0,1,0,0,0,0,1,18900000.0
601,455,1,2,0,22.0,0,1,0,0,0,0,1,30000000.0
706,628,0,7,5,15.0,0,1,0,0,0,0,1,25000000.0
1060,670,0,11,4,7.0,1,1,0,0,0,0,1,43900000.0
706,628,0,7,5,15.0,0,1,0,0,0,0,1,25000000.0
601,455,1,2,0,22.0,0,1,0,0,0,0,1,30000000.0
686,528,0,10,9,63.0,0,1,0,0,0,0,1,40000000.0
350,296,0,6,4,54.0,1,1,0,0,0,0,1,13500000.0
626,490,0,5,4,15.0,1,1,0,0,0,0,1,28000000.0
800,1095,0,8,20,20.0,0,1,0,0,0,0,1,21000000.0
220,251,0,2,3,40.0,0,1,0,0,0,0,1,6380000.0
403,620,0,3,4,10.0,0,1,0,0,0,0,1,12000000.0
350,296,0,6,4,54.0,1,1,0,0,0,0,1,13500000.0
626,490,0,5,4,15.0,1,1,0,0,0,0,1,28000000.0
220,251,0,2,3,40.0,0,1,0,0,0,0,1,6380000.0
753,604,0,6,5,13.0,1,0,0,0,0,1,1,26500000.0
807,610,0,4,4,30.0,1,0,0,0,0,1,1,20500000.0
1029,453,0,4,4,12.0,0,0,0,0,0,1,1,32000000.0
4600,1000,0,20,6,10.0,0,0,0,0,0,1,1,47000000.0
700,850,0,6,5,3.0,1,0,0,0,0,1,1,31300000.0
700,850,0,6,5,3.0,1,0,0,0,0,1,1,31300000.0
200,330,0,3,3,0.0,0,0,0,0,1,0,1,4950000.0
635,498,0,4,4,8.0,1,0,0,1,0,0,1,23900000.0
432,375,0,4,3,0.0,1,0,0,1,0,0,1,15400000.0
541,434,0,4,3,9.0,1,0,0,1,0,0,1,15400000.0
1410,806,0,8,4,15.0,0,0,0,1,0,0,1,13900000.0
657,657,0,3,4,15.0,1,0,0,1,0,0,1,11990000.0
510,560,0,4,3,30.0,1,0,0,1,0,0,1,8500000.0
1050,490,0,3,3,20.0,1,0,0,1,0,0,1,14900000.0
330,380,0,4,3,8.0,1,0,0,1,0,0,1,15900000.0
1410,807,0,8,4,6.0,1,0,0,1,0,0,1,13890000.0
126,174,0,2,2,0.0,0,0,0,1,0,0,1,4400000.0
183,250,0,2,3,15.0,1,0,0,1,0,0,1,5500000.0
620,640,0,3,6,0.0,0,0,0,1,0,0,1,32190000.0
1000,650,0,4,4,30.0,1,0,0,1,0,0,1,19000000.0
1064,670,0,10,4,10.0,1,1,0,0,0,0,0,195000.0
356,360,1,3,6,5.0,0,1,0,0,0,0,0,125000.0
601,455,1,2,0,22.0,0,1,0,0,0,0,0,150000.0
706,628,0,7,5,15.0,0,1,0,0,0,0,0,95000.0
1060,670,0,11,4,7.0,1,1,0,0,0,0,0,195000.0
706,628,0,7,5,15.0,0,1,0,0,0,0,0,95000.0
601,455,1,2,0,22.0,0,1,0,0,0,0,0,150000.0
686,528,0,10,9,63.0,0,1,0,0,0,0,0,118000.0
350,296,0,6,4,54.0,1,1,0,0,0,0,0,60000.0
626,490,0,5,4,15.0,1,1,0,0,0,0,0,120000.0
800,1095,0,8,20,20.0,0,1,0,0,0,0,0,55000.0
220,251,0,2,3,40.0,0,1,0,0,0,0,0,28000.0
403,620,0,3,4,10.0,0,1,0,0,0,0,0,50000.0
350,296,0,6,4,54.0,1,1,0,0,0,0,0,60000.0
626,490,0,5,4,15.0,1,1,0,0,0,0,0,120000.0
220,251,0,2,3,40.0,0,1,0,0,0,0,0,28000.0
753,604,0,6,5,13.0,1,0,0,0,0,1,0,97000.0
807,610,0,4,4,30.0,1,0,0,0,0,1,0,80000.0
1029,453,0,4,4,12.0,0,0,0,0,0,1,0,110000.0
4600,1000,0,20,6,10.0,0,0,0,0,0,1,0,98000.0
700,850,0,6,5,3.0,1,0,0,0,0,1,0,89000.0
700,850,0,6,5,3.0,1,0,0,0,0,1,0,89000.0
200,330,0,3,3,0.0,0,0,0,0,1,0,0,1.0
635,498,0,4,4,8.0,1,0,0,1,0,0,0,120000.0
432,375,0,4,3,0.0,1,0,0,1,0,0,0,44500.0
541,434,0,4,3,9.0,1,0,0,1,0,0,0,40000.0
1410,806,0,8,4,15.0,0,0,0,1,0,0,0,70000.0
657,657,0,3,4,15.0,1,0,0,1,0,0,0,40000.0
510,560,0,4,3,30.0,1,0,0,1,0,0,0,35000.0
1050,490,0,3,3,20.0,1,0,0,1,0,0,0,65000.0
330,380,0,4,3,8.0,1,0,0,1,0,0,0,1.0
1410,807,0,8,4,6.0,1,0,0,1,0,0,0,70000.0
126,174,0,2,2,0.0,0,0,0,1,0,0,0,18000.0
183,250,0,2,3,15.0,1,0,0,1,0,0,0,24000.0
620,640,0,3,6,0.0,0,0,0,1,0,0,0,150000.0
1000,650,0,4,4,30.0,1,0,0,1,0,0,0,45000.0
