ID,LOTE,constr.,bathroom,estac.,rec.,antiguedad,medio bathroom,ZONA,CIUDAD,PROVINCIA,PAIS,tipo_operacion,tipo_inmueble,precio_venta,precio_alquiler
EB-UQ4906,120,120,1,1,2,52,0,Moderna,Guadalajara,Jalisco,Mexico,renta,Casa,0,15500
62CCK8,1064,670,0,10,4,10,1,Providencia,Guadalajara,Jalisco,Mexico,venta / renta,Casa,43900000,195000
599757--618,80,104,0,2,2,A estrenar,0,Terralta,Guadalajara,Jalisco,Mexico,renta,Casa,0,15600
61FCQ3,356,360,1,3,6,5,0,Americana,Guadalajara,Jalisco,Mexico,venta / renta,Casa,18900000,125000
60MCM2,429,380,0,1,10,86,0,Americana,Guadalajara,Jalisco,Mexico,renta,Casa,0,57000
EB-UL6840,1289,546,0,0,9,20,0,Fraccionamiento Colinas de San Javier,Guadalajara,Jalisco,Mexico,renta,Casa,0,120000
62HJIK,719,719,0,5,12,30,0,Arcos Vallarta,Guadalajara,Jalisco,Mexico,renta,Casa,0,110000
EB-UG9215,90,130,0,1,4,5,0,Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,30000
62PJ5N,320,600,0,0,9,10,0,Guadalajara Centro,Guadalajara,Jalisco,Mexico,renta,Casa,0,39000
EB-UN1812,358,448,0,4,11,46,1,Arcos Vallarta,Guadalajara,Jalisco,Mexico,renta,Casa,0,57000
IC0134,183,140,0,4,9,4,1,Americana,Guadalajara,Jalisco,Mexico,renta,Casa,0,35000
6309BH,579,340,0,0,11,50,1,Guadalajara Centro,Guadalajara,Jalisco,Mexico,renta,Casa,0,85000
62MH72,500,600,0,5,3,En construcciÃ³n,1,Fraccionamiento Colinas de San Javier,Guadalajara,Jalisco,Mexico,renta,Casa,0,63000
61TA2Q,600,700,0,2,9,A estrenar,1,Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,95000
5S36FH,200,200,0,2,3,2,0,Chapalita,Guadalajara,Jalisco,Mexico,renta,Casa,0,26000
61H898,1610,950,0,5,3,30,0,Lomas del Valle,Guadalajara,Jalisco,Mexico,renta,Casa,0,165000
62IKLT,350,550,0,4,5,15,0,Jardines del Bosque,Guadalajara,Jalisco,Mexico,renta,Casa,0,45000
62TC66,350,350,0,2,4,15,1,Prados de Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,35000
61KJ3O,535,411,0,5,3,0,1,Lafayette,Guadalajara,Jalisco,Mexico,renta,Casa,0,110000
11,601,455,1,2,0,22,0,Americana,Guadalajara,Jalisco,Mexico,venta / renta,Casa,30000000,150000
Casa TerÃ¡n,286,250,0,0,4,40,0,Barrio Santa Teresita,Guadalajara,Jalisco,Mexico,renta,Casa,0,25520
Casa Justo Sierra,706,628,0,7,5,15,0,Arcos Vallarta,Guadalajara,Jalisco,Mexico,venta / renta,Casa,25000000,95000
5SKE0J,9,9,1,0,1,30,0,Ayuntamiento,Guadalajara,Jalisco,Mexico,renta,Casa,0,8000
530592--530,101,171,0,2,2,10,1,Fraccionamiento Chapultepec Country,Guadalajara,Jalisco,Mexico,renta,Casa,0,23000
62CMQ7,260,320,0,3,4,A estrenar,1,Country Club,Guadalajara,Jalisco,Mexico,renta,Casa,0,36000
61HE6D,409,560,0,4,6,30,0,Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,75000
5QD3NI,151,144,0,1,4,40,1,Barrio Santa Teresita,Guadalajara,Jalisco,Mexico,renta,Casa,0,19000
62APSC,150,200,0,0,4,45,1,Barrio Santa Teresita,Guadalajara,Jalisco,Mexico,renta,Casa,0,19000
62S07K,1060,670,0,11,4,7,1,Providencia,Guadalajara,Jalisco,Mexico,venta / renta,Casa,43900000,195000
Casa Justo Sierra,706,628,0,7,5,15,0,Arcos Vallarta,Guadalajara,Jalisco,Mexico,venta / renta,Casa,25000000,95000
61S797,0,250,0,3,4,20,1,Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,38000
530592--530,101,171,0,2,2,10,1,Fraccionamiento Chapultepec Country,Guadalajara,Jalisco,Mexico,renta,Casa,0,23000
62TADA,161,175,0,2,3,27,0,Fraccionamiento Jardines Alcalde,Guadalajara,Jalisco,Mexico,renta,Casa,0,19500
Casa TerÃ¡n,286,250,0,0,4,40,0,Barrio Santa Teresita,Guadalajara,Jalisco,Mexico,renta,Casa,0,25520
11,601,455,1,2,0,22,0,Americana,Guadalajara,Jalisco,Mexico,venta / renta,Casa,30000000,150000
62APSC,150,200,0,0,4,45,1,Barrio Santa Teresita,Guadalajara,Jalisco,Mexico,renta,Casa,0,19000
EB-US6245,686,528,0,10,9,63,0,Arcos Vallarta,Guadalajara,Jalisco,Mexico,venta / renta,Casa,40000000,118000
6245G2,400,380,0,3,4,30,1,LadrÃ³n de Guevara,Guadalajara,Jalisco,Mexico,renta,Casa,0,49000
CYNTHIA TELLEZ,1500,1999,0,18,12,40,0,Guadalajara Centro,Guadalajara,Jalisco,Mexico,renta,Casa,0,110000
EB-UG9220,240,185,0,1,3,55,0,Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,40000
EB-UC4004,240,350,0,1,7,56,0,Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,65000
594716--156,76,116,0,1,3,30,1,Lagos de Oriente,Guadalajara,Jalisco,Mexico,renta,Casa,0,12500
PHO5977970,1168,1350,0,4,3,40,1,Fraccionamiento Jardines del Country,Guadalajara,Jalisco,Mexico,renta,Casa,0,220000
404988--311,231,296,0,3,6,49,0,Vallarta Poniente,Guadalajara,Jalisco,Mexico,renta,Casa,0,30000
35POC2,380,500,0,5,4,33,0,Fraccionamiento Terranova,Guadalajara,Jalisco,Mexico,renta,Casa,0,45000
NX-259861,889,1084,0,8,10,45,0,Prados de Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,130000
62OB3O,1000,350,0,0,3,10,0,Colinas de HuentitAn,Guadalajara,Jalisco,Mexico,renta,Casa,0,35000
Chmp,589,1130,0,4,4,35,1,Fraccionamiento Prados de Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,70000
61LH6C,350,296,0,6,4,54,1,Country Club,Guadalajara,Jalisco,Mexico,venta / renta,Casa,13500000,60000
97365,520,610,0,4,4,35,1,Fraccionamiento Colinas de San Javier,Guadalajara,Jalisco,Mexico,renta,Casa,0,59000
62TR93,626,490,0,5,4,15,1,Fraccionamiento Colinas de San Javier,Guadalajara,Jalisco,Mexico,venta / renta,Casa,28000000,120000
62P5CB,530,415,0,2,3,A estrenar,1,Fraccionamiento Colinas de San Javier,Guadalajara,Jalisco,Mexico,renta,Casa,0,105000
62KPET,140,140,1,0,1,25,0,Guadalajara,Guadalajara,Jalisco,Mexico,renta,Casa,0,5500
60I1GA,550,480,0,13,9,3,0,Lomas de Guevara,Guadalajara,Jalisco,Mexico,renta,Casa,0,76000
629M35,100,200,0,1,3,25,1,Guadalajara,Guadalajara,Jalisco,Mexico,renta,Casa,0,19500
597279--310,160,113,0,1,2,35,0,Fraccionamiento Jardines Alcalde,Guadalajara,Jalisco,Mexico,renta,Casa,0,15000
AROMER,300,429,0,4,4,30,1,Prados de Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,55000
BHO6985694,25,25,0,0,3,A estrenar,0,Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,6300
62PKKB,217,297,0,4,4,15,1,Fraccionamiento Autocinema,Guadalajara,Jalisco,Mexico,renta,Casa,0,18000
5ab4243c533e3a2358747f83-2073,1450,1450,0,6,4,0,0,Chapalita,Guadalajara,Jalisco,Mexico,renta,Casa,0,400000
5TO2GE,160,136,0,2,3,15,1,Lomas Santa Rita,Guadalajara,Jalisco,Mexico,renta,Casa,0,15500
5TCDR4,950,900,0,6,3,3,1,Country Club,Guadalajara,Jalisco,Mexico,renta,Casa,0,200000
PHO6635325,718,1276,0,2,3,40,1,Fraccionamiento Lomas Del Country,Guadalajara,Jalisco,Mexico,renta,Casa,0,120000
60JCG0,349,407,0,2,6,0,0,Monumental,Guadalajara,Jalisco,Mexico,renta,Casa,0,26000
62MSCD,200,160,0,2,3,30,0,San AndrÃ©s,Guadalajara,Jalisco,Mexico,renta,Casa,0,14000
5TH92E,800,1095,0,8,20,20,0,Moderna,Guadalajara,Jalisco,Mexico,venta / renta,Casa,21000000,55000
61LC3N,247,247,0,0,8,30,0,LadrÃ³n de Guevara,Guadalajara,Jalisco,Mexico,renta,Casa,0,40000
62P5CB,530,415,0,2,3,A estrenar,1,Fraccionamiento Colinas de San Javier,Guadalajara,Jalisco,Mexico,renta,Casa,0,105000
627ST1,507,788,0,4,4,35,1,Jardines del Bosque,Guadalajara,Jalisco,Mexico,renta,Casa,0,50000
5T6F8G,220,251,0,2,3,40,0,Moderna,Guadalajara,Jalisco,Mexico,venta / renta,Casa,6380000,28000
60OA9S,250,250,0,2,2,50,0,Providencia 4a Secc,Guadalajara,Jalisco,Mexico,renta,Casa,0,39600
61TA98,310,410,0,2,4,1,1,Real,Guadalajara,Jalisco,Mexico,renta,Casa,0,43000
62R1Q3,300,0,0,2,0,0,1,Jardines del Bosque,Guadalajara,Jalisco,Mexico,renta,Casa,0,48000
61E7RL,589,1137,0,4,5,5,1,Prados de Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,75000
594716--156,76,116,0,1,3,30,1,Lagos de Oriente,Guadalajara,Jalisco,Mexico,renta,Casa,0,12500
62GA1R,403,620,0,3,4,10,0,Villa La Victoria,Guadalajara,Jalisco,Mexico,venta / renta,Casa,12000000,50000
5TEFIJ,438,440,0,0,0,2,0,Vallarta Sur,Guadalajara,Jalisco,Mexico,renta,Casa,0,95000
NX-259861,889,1084,0,8,10,45,0,Prados de Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,130000
62SB87,240,240,0,1,3,30,0,Americana,Guadalajara,Jalisco,Mexico,renta,Casa,0,33000
5S1SC3,506,523,0,7,5,3,0,Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,65000
AROMER,300,429,0,4,4,30,1,Prados de Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,55000
60I1GA,550,480,0,13,9,3,0,Lomas de Guevara,Guadalajara,Jalisco,Mexico,renta,Casa,0,76000
62KPET,140,140,1,0,1,25,0,Guadalajara,Guadalajara,Jalisco,Mexico,renta,Casa,0,5500
623ARM,128,181,0,2,2,15,0,San Antonio,Guadalajara,Jalisco,Mexico,renta,Casa,0,15400
580533--156,68,194,0,2,4,10,0,Esperanza,Guadalajara,Jalisco,Mexico,renta,Casa,0,25000
61LH6C,350,296,0,6,4,54,1,Country Club,Guadalajara,Jalisco,Mexico,venta / renta,Casa,13500000,60000
PHO6392054,495,495,0,16,8,A estrenar,0,Chapalita,Guadalajara,Jalisco,Mexico,renta,Casa,0,169000
BHO6985694,25,25,0,0,3,A estrenar,0,Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,6300
597279--310,160,113,0,1,2,35,0,Fraccionamiento Jardines Alcalde,Guadalajara,Jalisco,Mexico,renta,Casa,0,15000
5TCDR4,950,900,0,6,3,3,1,Country Club,Guadalajara,Jalisco,Mexico,renta,Casa,0,200000
5T8RQ8,1187,958,0,12,12,20,0,Jardines del Bosque,Guadalajara,Jalisco,Mexico,renta,Casa,0,95000
PHO5977970,1168,1350,0,4,3,40,1,Fraccionamiento Jardines del Country,Guadalajara,Jalisco,Mexico,renta,Casa,0,220000
627ST1,507,788,0,4,4,35,1,Jardines del Bosque,Guadalajara,Jalisco,Mexico,renta,Casa,0,50000
601C7A,2000,2000,0,0,0,A estrenar,0,LadrÃ³n de Guevara,Guadalajara,Jalisco,Mexico,renta,Casa,0,230000
AROMER,300,429,0,4,4,30,1,Prados de Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,55000
62TR93,626,490,0,5,4,15,1,Fraccionamiento Colinas de San Javier,Guadalajara,Jalisco,Mexico,venta / renta,Casa,28000000,120000
62OB3O,1000,350,0,0,3,10,0,Colinas de HuentitAn,Guadalajara,Jalisco,Mexico,renta,Casa,0,35000
Chmp,589,1130,0,4,4,35,1,Fraccionamiento Prados de Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,70000
62E8JQ,241,170,0,0,5,15,0,Americana,Guadalajara,Jalisco,Mexico,renta,Casa,0,36000
627SPL,500,600,0,3,5,100,0,Country Club,Guadalajara,Jalisco,Mexico,renta,Casa,0,55000
629M35,100,200,0,1,3,25,1,Guadalajara,Guadalajara,Jalisco,Mexico,renta,Casa,0,19500
97365,520,610,0,4,4,35,1,Fraccionamiento Colinas de San Javier,Guadalajara,Jalisco,Mexico,renta,Casa,0,59000
62GAEO,600,700,0,2,9,10,0,Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,95000
61SKTF,51,97,1,0,1,5,0,Mexicaltzingo,Guadalajara,Jalisco,Mexico,renta,Casa,0,9000
2G94HC,500,650,0,3,5,6,1,Providencia 4a Secc,Guadalajara,Jalisco,Mexico,renta,Casa,0,60000
5SF11A,9,9,1,0,1,25,0,Ayuntamiento,Guadalajara,Jalisco,Mexico,renta,Casa,0,8000
62PKKB,217,297,0,4,4,15,1,Fraccionamiento Autocinema,Guadalajara,Jalisco,Mexico,renta,Casa,0,18000
61TAAJ,280,320,0,2,3,A estrenar,1,Providencia,Guadalajara,Jalisco,Mexico,renta,Casa,0,52000
62N2OC,80,100,1,0,2,30,1,San Carlos,Guadalajara,Jalisco,Mexico,renta,Casa,0,8000
5T6F8G,220,251,0,2,3,40,0,Moderna,Guadalajara,Jalisco,Mexico,venta / renta,Casa,6380000,28000
62S6HH,160,110,1,0,2,25,0,PanorAmica HuentitAn,Guadalajara,Jalisco,Mexico,renta,Casa,0,10000
62G8GK,80,1,0,2,3,1,1,Terralta,Guadalajara,Jalisco,Mexico,renta,Casa,0,16000
IHO6858908,250,250,0,0,1,7,0,Americana,Guadalajara,Jalisco,Mexico,renta,Casa,0,8500
62C7HD,600,300,0,4,4,10,1,Jardines de Atemajac,Guadalajara,Jalisco,Mexico,renta,Casa,0,33000
62R2CD,150,150,0,0,3,1,0,VillaseÃ±or,Guadalajara,Jalisco,Mexico,renta,Casa,0,22000
5QLS0J,301,301,1,0,1,30,0,Unidad Modelo,Guadalajara,Jalisco,Mexico,renta,Casa,0,5000
62FAL0,240,200,0,0,4,21,1,Arcos Vallarta,Guadalajara,Jalisco,Mexico,renta,Casa,0,22000
62T38B,0,75,0,0,2,A estrenar,0,Ayuntamiento,Guadalajara,Jalisco,Mexico,renta,Casa,0,17000
60K2G7,403,620,0,3,5,20,0,Bosques de La Victoria,Guadalajara,Jalisco,Mexico,renta,Casa,0,50000
EB-TQ8774,753,604,0,6,5,13,1,Valle Real,Zapopan,Jalisco,Mexico,renta,Casa,0,97000
RCR-2056,1439,506,0,7,5,35,0,Las Fuentes,Zapopan,Jalisco,Mexico,renta,Casa,0,99900
60SFEQ,675,725,0,4,4,1,1,Puerta de Hierro,Zapopan,Jalisco,Mexico,renta,Casa,0,85000
EB-TQ8774,753,604,0,6,5,13,1,Valle Real,Zapopan,Jalisco,Mexico,venta / renta,Casa,26500000,97000
10,238,238,0,2,3,A estrenar,0,Zapopan,Zapopan,Jalisco,Mexico,renta,Casa,0,22500
62L26R,220,300,0,2,4,15,1,Fraccionamiento Bugambilias,Zapopan,Jalisco,Mexico,renta,Casa,0,8600000
EB-UO5455,340,498,0,3,4,3,0,Fraccionamiento Puerta Las Lomas,Zapopan,Jalisco,Mexico,renta,Casa,0,120000
62MC8K,200,200,0,2,3,A estrenar,1,Fraccionamiento Valle Imperial,Zapopan,Jalisco,Mexico,renta,Casa,0,26800
EB-SZ5067,71,69,1,1,3,6,1,Copalita,Zapopan,Jalisco,Mexico,renta,Casa,0,7900
62OGCJ,250,180,0,3,3,9,1,La Estancia,Zapopan,Jalisco,Mexico,renta,Casa,0,27000
36QFHA,200,250,0,3,4,0,1,Zapopan,Zapopan,Jalisco,Mexico,renta,Casa,0,25000
61OTKP,240,290,0,2,4,31,1,Zapopan,Zapopan,Jalisco,Mexico,renta,Casa,0,35000
627F7L,150,250,0,2,4,15,1,Prados Tepeyac,Zapopan,Jalisco,Mexico,renta,Casa,0,33000
60AORH,250,300,0,2,5,10,1,Los Maestros,Zapopan,Jalisco,Mexico,renta,Casa,0,45000
613LM4,162,305,0,4,4,0,1,Pinar de La Calma,Zapopan,Jalisco,Mexico,renta,Casa,0,35000
5TKOG9,280,345,0,2,3,2,1,La Mojonera,Zapopan,Jalisco,Mexico,renta,Casa,0,48500
EB-UQ8247,150,200,0,2,3,5,0,Fraccionamiento La Cima,Zapopan,Jalisco,Mexico,renta,Casa,0,25000
61MKAB,123,229,0,2,4,15,1,Ciudad Granja,Zapopan,Jalisco,Mexico,renta,Casa,0,33500
62R57D,300,280,0,3,3,20,0,Ciudad Bugambilia,Zapopan,Jalisco,Mexico,renta,Casa,0,25000
1996 190,180,220,0,2,4,A estrenar,0,Nuevo México,Zapopan,Jalisco,Mexico,renta,Casa,0,22000
62RI3O,140,226,0,2,4,0,0,Fraccionamiento La Cima,Zapopan,Jalisco,Mexico,renta,Casa,0,30000
VHO7458530,0,0,0,2,4,7,1,Santa Ana Tepetitlán,Zapopan,Jalisco,Mexico,renta,Casa,0,19000
62P436,210,240,0,3,3,12,0,Fraccionamiento Solares,Zapopan,Jalisco,Mexico,renta,Casa,0,35000
EB-UQ0627,416,415,0,4,4,10,0,Valle Real,Zapopan,Jalisco,Mexico,renta,Casa,0,76500
arauca II,380,550,0,6,6,5,0,Fraccionamiento Arauca,Zapopan,Jalisco,Mexico,renta,Casa,0,79000
62BABG,150,150,0,2,3,5,0,Francisco Sarabia,Zapopan,Jalisco,Mexico,renta,Casa,0,19800
EB-UQ0641,360,420,0,4,4,10,1,Valle Real,Zapopan,Jalisco,Mexico,renta,Casa,0,78000
2G90M6,183,170,0,1,3,A estrenar,0,Fraccionamiento Camino Real,Zapopan,Jalisco,Mexico,renta,Casa,0,21000
2L7QB4,600,650,0,6,4,15,1,Puerta de Hierro,Zapopan,Jalisco,Mexico,renta,Casa,0,85000
62S19J,390,600,0,6,5,6,1,Fraccionamiento Villa Verona,Zapopan,Jalisco,Mexico,renta,Casa,0,87500
RCR-2215,656,532,0,4,3,17,1,Colinas de San Javier,Zapopan,Jalisco,Mexico,renta,Casa,0,114000
C-093,807,610,0,4,4,30,1,Ciudad Del Sol,Zapopan,Jalisco,Mexico,venta / renta,Casa,20500000,80000
EB-UA8384,128,140,0,2,3,17,1,San Juan de Ocotan,Zapopan,Jalisco,Mexico,renta,Casa,0,27000
5TK087,200,285,0,2,3,2,1,La Estancia,Zapopan,Jalisco,Mexico,renta,Casa,0,33000
62HLFJ,208,250,0,2,4,12,0,Virreyes Residencial,Zapopan,Jalisco,Mexico,renta,Casa,0,41000
624LIO,415,486,0,4,3,25,1,Puerta de Hierro,Zapopan,Jalisco,Mexico,renta,Casa,0,60000
62TD0J,280,250,0,3,5,0,0,Fraccionamiento Prados Vallarta,Zapopan,Jalisco,Mexico,renta,Casa,0,23000
